AD,,,,
AR,GVL,Galvez,3201S 06113W,
AR,GAR,Garin,3425S 05845W,
AR,GVA,General Alvear,3500S 06739W,
AR,GBE,General Belgrano,3546S 05830W,
AR,GCA,General Cabrera,3248S 06352W,
AR,GDL,General Deheza,3244S 06346W,
AR,XSA,General Enrique Godoy,3905S 06709W,
AR,NES,General Enrique Mosconi,2236S 06349W,
AR,GGL,General Guemes,2440S 06503W,
AR,GDG,General Gutierrez,3257S 06847W,
AR,GLS,General Lagos,3306S 06034W,
AR,GLV,General Lavalle,3624S 05658W,
AR,GMA,General Madariaga,3659S 05707W,
AR,GPC,General Pacheco,3527S 05839W,
AR,GPO,General Pico,,
AR,GRM,General Ramirez,3211S 06012W,
AR,GNR,General Roca,3902S 06735W,
AR,GRD,General Rodriguez,3437S 05857W,
AR,VGS,General Villegas,,
AR,JGR,Gerli,3442S 05823W,
AR,GOB,Gobernador Benegas,3257S 06851W,
AR,VLV,Gobernador Crespo,3023S 06025W,
AR,GGS,Gobernador Gregores,,
AR,GRC,Gobernador Roca,2711S 05528W,
AR,GCR,Godoy Cruz,3256S 06850W,
AR,GOD,Gowland,3440S 05921W,
AR,OYA,Goya,,
AR,GRB,Granadero Baigorria,3251S 06042W,
AR,GBG,Grand Bourg,3429S 05843W,
AR,GUY,Gualeguay,3309S 05920W,
AR,GHU,Gualeguaychu,3301S 05831W,
AR,GYM,Guaymallen,3254S 06847W,
AR,GUM,Guemes,2719S 06520W,
AR,GUR,Guerrico,3340S 06024W,
AR,HAE,Haedo,3438S 05835W,
AR,HER,Hernando,3225S 06344W,
AR,HVB,Herrera Vegas,3605S 06125W,
AR,HIC,Hickmann,2312S 06334W,a.k.a Hickman
AR,HUG,Hughes,3348S 06120W,
AR,HUM,Humboldt,3125S 06105W,
AR,HUR,Hurlingham,3436S 05838W,
AR,IBY,Ibicuy,3344S 05910W,
AR,IGR,Iguazu,2534S 05434W,
AR,IAL,Ingeniero Allan,3551S 05812W,
AR,IGI,Ingeniero Giagnoni,3307S 06825W,
AR,JJL,Ingeniero J. Allan,3453S 05811W,
AR,IGB,Ingeniero Jacobacci,,
AR,ILH,Ingeniero Luis A. Huergo,3905S 06714W,
AR,IMZ,Ingeniero Maschwitz,3422S 05844W,
AR,INW,Ingeniero White/Bahia Blanca,3847S 06216W,
AR,ICA,Ireneo Portela,3358S 05940W,
AR,ICV,Isidro Casanova,3443S 05834W,
AR,ITZ,Ituzaingo,3440S 05840W,
AR,WNL,Jauregui,3436S 05910W,
AR,AEP,Jorge Newbury Apt/Buenos Aires,,
AR,JPZ,Jose C. Paz,3430S 05845W,
AR,JSM,Jose de San Martin,4402S 07029W,
AR,JLS,Jose Leon Suarez,,
AR,JUA,Juarez Celman,3116S 06410W,
AR,JUJ,Jujuy,,
AR,NIN,Junin,3309S 06829W,
AR,JNI,Junin,3435S 06058W,
AR,JUN,Junin de Los Andes,3956S 07105W,
AR,LCR,La Calera,3120S 06420W,
AR,LCT,La Carlota,3326S 06318W,
AR,LLM,La Consulta,3344S 06907W,
AR,LCM,La Cumbre,,
AR,LES,La Escondida,2707S 05927W,
AR,LFL,La Falda,3105S 06430W,
AR,LPA,La Paz,3045S 05939W,
AR,LPM,La Paz,3328S 06733W,
AR,LPG,La Plata,3451S 05753W,
AR,LQU,La Quiaca,2206S 06537W,
AR,LAR,La Reja,3438S 05848W,
AR,IRJ,La Rioja,,
AR,LAT,La Tablada,2744S 06412W,
AR,LTA,La Toma,3303S 06537W,
AR,LFR,Laferrere,3445S 05835W,
AR,ING,Lago Argentino,,
AR,LNS,Lanus,3442S 05824W,
AR,VDY,Larroque,3302S 05901W,
AR,LCS,Las Catitas,3318S 06802W,
AR,COM,Las Compuertas,3302S 06859W,
AR,LHE,Las Heras,3251S 06849W,
AR,LHS,Las Heras,,
AR,LHG,Las Higueras,3306S 06417W,
AR,LLS,Las Lomitas,,
AR,LPS,Las Palmas,3401S 05907W,
AR,LPD,Las Paredes,3435S 06827W,
AR,LAP,Las Parejas,3241S 06132W,
AR,LVL,Las Varillas,3119S 06417W,
AR,LAV,Lavalle,2812S 06508W,
AR,LNO,Leandro N. Alem,2736S 05519W,
AR,XMX,Ledesma,,
AR,LRS,Leon Rouges,2713S 06532W,
AR,LMC,Lezama (Manuel J. Cobo),3552S 05754W,
AR,LIM,Lima,3403S 05912W,
AR,LLO,Llavallol,3447S 05826W,
AR,LBA,Loberia,3809S 05847W,
AR,LHR,Loma Hermosa,3432S 05835W,
AR,LMZ,Lomas de Zamora,3446S 05823W,
AR,LDM,Lomas del Mirador,3439S 05832W,
AR,LCP,Loncopue,3804S 07037W,
AR,LBL,Los Boulevares,3119S 06413W,
AR,LCH,Los Charruas,3110S 05811W,
AR,LMD,Los Menucos,,
AR,JLF,Los Polvorines,3430S 05841W,
AR,LGN,Luis Guillon,3448S 05827W,
